id,sales
3000888,3.939032754016118
3000889,0.0
3000890,0.0
3000891,3096.9846986349726
3000892,0.0
3000893,520.5366465900487
3000894,0.0
3000895,978.5493351220665
3000896,927.7738262320272
3000897,231.393852003899
3000898,201.61955868817535
3000899,142.98531393862132
3000900,3682.443810338442
3000901,2.2830742321203337
3000902,9.894740307373311
3000903,15.654606608882085
3000904,17.260383165276345
3000905,0.0
3000906,261.8056886783516
3000907,4.7668205685863425
3000908,0.0
3000909,0.0
3000910,40.904096369640236
3000911,0.0
3000912,409.2022923028022
3000913,259.98184535994153
3000914,0.0
3000915,24.529550841711163
3000916,437.2330845310778
3000917,92.60526578698438
3000918,2537.1178579556927
3000919,22.58914492871932
3000920,50.039926488118056
3002670,6.791275715354874
3002671,0.0
3002672,0.0
3002673,3057.20651628727
3002674,0.0
3002675,523.3888895513874
3002676,0.0
3002677,981.4015780834052
3002678,930.6260691933659
3002679,234.7494450133626
3002680,204.4718016495141
3002681,145.83755689996008
3002682,3685.2960532997813
3002683,5.1353171934590955
3002684,12.746983268712071
3002685,18.506849570220837
3002686,20.112626126615105
3002687,0.0
3002688,262.0331232319048
3002689,7.619063529925101
3002690,0.0
3002691,1.686244493907563
3002692,43.75633933097898
3002693,0.0
3002694,412.05453526414095
3002695,262.83408832128026
3002696,0.0
3002697,27.381793803049923
3002698,440.0853274924165
3002699,95.45750874832315
3002700,2787.220456083328
3002701,25.44138789005808
3002702,52.892169449456816
3004452,3.851333666155292
3004453,0.0
3004454,0.0
3004455,3026.5084332071833
3004456,0.0
3004457,518.278701401254
3004458,0.0
3004459,976.3133859161554
3004460,924.298955335806
3004461,228.42233115580254
3004462,198.14468779195406
3004463,139.51044304240006
3004464,3608.9286671384116
3004465,0.0
3004466,6.419869411151999
3004467,12.179735712660761
3004468,13.785512269055044
3004469,0.0
3004470,254.82457766372806
3004471,1.291949672365041
3004472,0.0
3004473,0.0
3004474,37.42922547341892
3004475,0.0
3004476,405.72742140658085
3004477,256.50697446372016
3004478,0.0
3004479,21.054679945489855
3004480,433.7582136348564
3004481,89.13039489076309
3004482,2564.8584439397314
3004483,19.114274032498006
3004484,46.565055591896765
3006234,19.120566756813826
3006235,0.0
3006236,0.0
3006237,2973.5247833012645
3006238,0.0
3006239,517.2353770724998
3006240,0.0
3006241,947.0941149443945
3006242,906.8073466057448
3006243,238.78009848186736
3006244,206.71637689093876
3006245,145.44951011757007
3006246,3305.4595558627657
3006247,2.9991219800853925
3006248,14.99155851013664
3006249,12.884397549131915
3006250,12.722038124291243
3006251,0.0
3006252,263.3520480916967
3006253,4.709444375158951
3006254,0.0
3006255,0.0
3006256,46.233170047740934
3006257,0.0
3006258,410.15968528009256
3006259,268.1882897825044
3006260,0.0
3006261,20.01135561673537
3006262,428.94569715568565
3006263,91.68565940721639
3006264,2696.4317513133583
3006265,19.64829933435644
3006266,54.0485322657256
3008016,19.120566756813826
3008017,0.0
